Title,"HE qualifications obtained by subject area, sex, level of qualification, mode of study and country of HE provider",,,,,
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Male,2014/15,135
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Total,2014/15,345
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Female,2015/16,230
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Male,2015/16,175
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Total,2015/16,405
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Female,2016/17,280
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Male,2016/17,160
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Other,2016/17,0
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Total,2016/17,440
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Female,2017/18,255
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Male,2017/18,155
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Total,2017/18,410
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Female,2018/19,285
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Male,2018/19,155
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Other,2018/19,5
(H) Creative arts & design,Other undergraduate,Full-time,Scotland,Total,2018/19,440
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Female,2014/15,25
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Male,2014/15,25
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Total,2014/15,50
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Female,2015/16,25
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Male,2015/16,40
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Total,2015/16,60
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Female,2016/17,25
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Male,2016/17,35
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Other,2016/17,0
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Total,2016/17,65
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Female,2017/18,20
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Male,2017/18,35
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Total,2017/18,55
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Female,2018/19,30
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Male,2018/19,35
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Other,2018/19,0
(H) Creative arts & design,Other undergraduate,Part-time,Scotland,Total,2018/19,65
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Female,2014/15,160
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Male,2014/15,165
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Total,2014/15,325
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Female,2015/16,215
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Male,2015/16,225
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Total,2015/16,440
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Female,2016/17,260
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Male,2016/17,240
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Other,2016/17,0
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Total,2016/17,505
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Female,2017/18,280
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Male,2017/18,245
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Total,2017/18,530
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Female,2018/19,270
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Male,2018/19,210
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Other,2018/19,0
(H) Creative arts & design,Other undergraduate,Full-time,Wales,Total,2018/19,480
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Female,2014/15,40
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Male,2014/15,25
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Total,2014/15,65
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Female,2015/16,40
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Male,2015/16,10
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Total,2015/16,50
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Female,2016/17,15
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Male,2016/17,10
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Other,2016/17,0
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Total,2016/17,20
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Female,2017/18,20
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Male,2017/18,15
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Total,2017/18,35
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Female,2018/19,25
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Male,2018/19,10
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Other,2018/19,0
(H) Creative arts & design,Other undergraduate,Part-time,Wales,Total,2018/19,30
(H) Creative arts & design,Other undergraduate,Full-time,All,Female,2014/15,3290
(H) Creative arts & design,Other undergraduate,Full-time,All,Male,2014/15,2100
(H) Creative arts & design,Other undergraduate,Full-time,All,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,Full-time,All,Total,2014/15,5390
(H) Creative arts & design,Other undergraduate,Full-time,All,Female,2015/16,3040
(H) Creative arts & design,Other undergraduate,Full-time,All,Male,2015/16,2120
(H) Creative arts & design,Other undergraduate,Full-time,All,Other,2015/16,5
(H) Creative arts & design,Other undergraduate,Full-time,All,Total,2015/16,5160
(H) Creative arts & design,Other undergraduate,Full-time,All,Female,2016/17,3260
(H) Creative arts & design,Other undergraduate,Full-time,All,Male,2016/17,2030
(H) Creative arts & design,Other undergraduate,Full-time,All,Other,2016/17,5
(H) Creative arts & design,Other undergraduate,Full-time,All,Total,2016/17,5300
(H) Creative arts & design,Other undergraduate,Full-time,All,Female,2017/18,3170
(H) Creative arts & design,Other undergraduate,Full-time,All,Male,2017/18,1960
(H) Creative arts & design,Other undergraduate,Full-time,All,Other,2017/18,5
(H) Creative arts & design,Other undergraduate,Full-time,All,Total,2017/18,5140
(H) Creative arts & design,Other undergraduate,Full-time,All,Female,2018/19,3315
(H) Creative arts & design,Other undergraduate,Full-time,All,Male,2018/19,1940
(H) Creative arts & design,Other undergraduate,Full-time,All,Other,2018/19,15
(H) Creative arts & design,Other undergraduate,Full-time,All,Total,2018/19,5270
(H) Creative arts & design,Other undergraduate,Part-time,All,Female,2014/15,420
(H) Creative arts & design,Other undergraduate,Part-time,All,Male,2014/15,235
(H) Creative arts & design,Other undergraduate,Part-time,All,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,Part-time,All,Total,2014/15,655
(H) Creative arts & design,Other undergraduate,Part-time,All,Female,2015/16,375
(H) Creative arts & design,Other undergraduate,Part-time,All,Male,2015/16,215
(H) Creative arts & design,Other undergraduate,Part-time,All,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,Part-time,All,Total,2015/16,590
(H) Creative arts & design,Other undergraduate,Part-time,All,Female,2016/17,350
(H) Creative arts & design,Other undergraduate,Part-time,All,Male,2016/17,245
(H) Creative arts & design,Other undergraduate,Part-time,All,Other,2016/17,0
(H) Creative arts & design,Other undergraduate,Part-time,All,Total,2016/17,595
(H) Creative arts & design,Other undergraduate,Part-time,All,Female,2017/18,305
(H) Creative arts & design,Other undergraduate,Part-time,All,Male,2017/18,200
(H) Creative arts & design,Other undergraduate,Part-time,All,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,Part-time,All,Total,2017/18,505
(H) Creative arts & design,Other undergraduate,Part-time,All,Female,2018/19,455
(H) Creative arts & design,Other undergraduate,Part-time,All,Male,2018/19,245
(H) Creative arts & design,Other undergraduate,Part-time,All,Other,2018/19,0
(H) Creative arts & design,Other undergraduate,Part-time,All,Total,2018/19,700
(H) Creative arts & design,Other undergraduate,All,All,Female,2014/15,3705
(H) Creative arts & design,Other undergraduate,All,All,Male,2014/15,2340
(H) Creative arts & design,Other undergraduate,All,All,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,All,All,Total,2014/15,6045
(H) Creative arts & design,Other undergraduate,All,All,Female,2015/16,3415
(H) Creative arts & design,Other undergraduate,All,All,Male,2015/16,2335
(H) Creative arts & design,Other undergraduate,All,All,Other,2015/16,5
(H) Creative arts & design,Other undergraduate,All,All,Total,2015/16,5750
(H) Creative arts & design,Other undergraduate,All,All,Female,2016/17,3610
(H) Creative arts & design,Other undergraduate,All,All,Male,2016/17,2275
(H) Creative arts & design,Other undergraduate,All,All,Other,2016/17,5
(H) Creative arts & design,Other undergraduate,All,All,Total,2016/17,5895
(H) Creative arts & design,Other undergraduate,All,All,Female,2017/18,3475
(H) Creative arts & design,Other undergraduate,All,All,Male,2017/18,2165
(H) Creative arts & design,Other undergraduate,All,All,Other,2017/18,5
(H) Creative arts & design,Other undergraduate,All,All,Total,2017/18,5645
(H) Creative arts & design,Other undergraduate,All,All,Female,2018/19,3765
(H) Creative arts & design,Other undergraduate,All,All,Male,2018/19,2185
(H) Creative arts & design,Other undergraduate,All,All,Other,2018/19,15
(H) Creative arts & design,Other undergraduate,All,All,Total,2018/19,5965
(H) Creative arts & design,Other undergraduate,All,England,Female,2014/15,3255
(H) Creative arts & design,Other undergraduate,All,England,Male,2014/15,1975
(H) Creative arts & design,Other undergraduate,All,England,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,All,England,Total,2014/15,5235
(H) Creative arts & design,Other undergraduate,All,England,Female,2015/16,2890
(H) Creative arts & design,Other undergraduate,All,England,Male,2015/16,1870
(H) Creative arts & design,Other undergraduate,All,England,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,All,England,Total,2015/16,4760
(H) Creative arts & design,Other undergraduate,All,England,Female,2016/17,3005
(H) Creative arts & design,Other undergraduate,All,England,Male,2016/17,1815
(H) Creative arts & design,Other undergraduate,All,England,Other,2016/17,5
(H) Creative arts & design,Other undergraduate,All,England,Total,2016/17,4825
(H) Creative arts & design,Other undergraduate,All,England,Female,2017/18,2890
(H) Creative arts & design,Other undergraduate,All,England,Male,2017/18,1705
(H) Creative arts & design,Other undergraduate,All,England,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,All,England,Total,2017/18,4595
(H) Creative arts & design,Other undergraduate,All,England,Female,2018/19,3145
(H) Creative arts & design,Other undergraduate,All,England,Male,2018/19,1765
(H) Creative arts & design,Other undergraduate,All,England,Other,2018/19,10
(H) Creative arts & design,Other undergraduate,All,England,Total,2018/19,4920
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Female,2014/15,15
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Male,2014/15,10
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Total,2014/15,25
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Female,2015/16,15
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Male,2015/16,15
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Total,2015/16,30
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Female,2016/17,20
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Male,2016/17,15
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Other,2016/17,0
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Total,2016/17,35
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Female,2017/18,10
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Male,2017/18,15
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Total,2017/18,25
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Female,2018/19,15
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Male,2018/19,15
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Other,2018/19,0
(H) Creative arts & design,Other undergraduate,All,Northern Ireland,Total,2018/19,30
(H) Creative arts & design,Other undergraduate,All,Scotland,Female,2014/15,235
(H) Creative arts & design,Other undergraduate,All,Scotland,Male,2014/15,160
(H) Creative arts & design,Other undergraduate,All,Scotland,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,All,Scotland,Total,2014/15,395
(H) Creative arts & design,Other undergraduate,All,Scotland,Female,2015/16,255
(H) Creative arts & design,Other undergraduate,All,Scotland,Male,2015/16,215
(H) Creative arts & design,Other undergraduate,All,Scotland,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,All,Scotland,Total,2015/16,470
(H) Creative arts & design,Other undergraduate,All,Scotland,Female,2016/17,310
(H) Creative arts & design,Other undergraduate,All,Scotland,Male,2016/17,195
(H) Creative arts & design,Other undergraduate,All,Scotland,Other,2016/17,0
(H) Creative arts & design,Other undergraduate,All,Scotland,Total,2016/17,505
(H) Creative arts & design,Other undergraduate,All,Scotland,Female,2017/18,275
(H) Creative arts & design,Other undergraduate,All,Scotland,Male,2017/18,185
(H) Creative arts & design,Other undergraduate,All,Scotland,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,All,Scotland,Total,2017/18,460
(H) Creative arts & design,Other undergraduate,All,Scotland,Female,2018/19,315
(H) Creative arts & design,Other undergraduate,All,Scotland,Male,2018/19,190
(H) Creative arts & design,Other undergraduate,All,Scotland,Other,2018/19,5
(H) Creative arts & design,Other undergraduate,All,Scotland,Total,2018/19,505
(H) Creative arts & design,Other undergraduate,All,Wales,Female,2014/15,200
(H) Creative arts & design,Other undergraduate,All,Wales,Male,2014/15,190
(H) Creative arts & design,Other undergraduate,All,Wales,Other,2014/15,0
(H) Creative arts & design,Other undergraduate,All,Wales,Total,2014/15,390
(H) Creative arts & design,Other undergraduate,All,Wales,Female,2015/16,255
(H) Creative arts & design,Other undergraduate,All,Wales,Male,2015/16,235
(H) Creative arts & design,Other undergraduate,All,Wales,Other,2015/16,0
(H) Creative arts & design,Other undergraduate,All,Wales,Total,2015/16,490
(H) Creative arts & design,Other undergraduate,All,Wales,Female,2016/17,275
(H) Creative arts & design,Other undergraduate,All,Wales,Male,2016/17,250
(H) Creative arts & design,Other undergraduate,All,Wales,Other,2016/17,0
(H) Creative arts & design,Other undergraduate,All,Wales,Total,2016/17,525
(H) Creative arts & design,Other undergraduate,All,Wales,Female,2017/18,300
(H) Creative arts & design,Other undergraduate,All,Wales,Male,2017/18,255
(H) Creative arts & design,Other undergraduate,All,Wales,Other,2017/18,0
(H) Creative arts & design,Other undergraduate,All,Wales,Total,2017/18,560
(H) Creative arts & design,Other undergraduate,All,Wales,Female,2018/19,295
(H) Creative arts & design,Other undergraduate,All,Wales,Male,2018/19,220
(H) Creative arts & design,Other undergraduate,All,Wales,Other,2018/19,0
(H) Creative arts & design,Other undergraduate,All,Wales,Total,2018/19,515
(H) Creative arts & design,All undergraduate,Full-time,All,Female,2014/15,27160
(H) Creative arts & design,All undergraduate,Full-time,All,Male,2014/15,15635
(H) Creative arts & design,All undergraduate,Full-time,All,Other,2014/15,15
(H) Creative arts & design,All undergraduate,Full-time,All,Total,2014/15,42805
(H) Creative arts & design,All undergraduate,Full-time,All,Female,2015/16,27550
(H) Creative arts & design,All undergraduate,Full-time,All,Male,2015/16,15820
(H) Creative arts & design,All undergraduate,Full-time,All,Other,2015/16,15
(H) Creative arts & design,All undergraduate,Full-time,All,Total,2015/16,43390
(H) Creative arts & design,All undergraduate,Full-time,All,Female,2016/17,28975
(H) Creative arts & design,All undergraduate,Full-time,All,Male,2016/17,15845
(H) Creative arts & design,All undergraduate,Full-time,All,Other,2016/17,25
(H) Creative arts & design,All undergraduate,Full-time,All,Total,2016/17,44845
(H) Creative arts & design,All undergraduate,Full-time,All,Female,2017/18,29310
(H) Creative arts & design,All undergraduate,Full-time,All,Male,2017/18,15690
(H) Creative arts & design,All undergraduate,Full-time,All,Other,2017/18,55
(H) Creative arts & design,All undergraduate,Full-time,All,Total,2017/18,45060
(H) Creative arts & design,All undergraduate,Full-time,All,Female,2018/19,30000
(H) Creative arts & design,All undergraduate,Full-time,All,Male,2018/19,16050
(H) Creative arts & design,All undergraduate,Full-time,All,Other,2018/19,80
(H) Creative arts & design,All undergraduate,Full-time,All,Total,2018/19,46130
(H) Creative arts & design,All undergraduate,Part-time,All,Female,2014/15,1045
(H) Creative arts & design,All undergraduate,Part-time,All,Male,2014/15,645
(H) Creative arts & design,All undergraduate,Part-time,All,Other,2014/15,0
(H) Creative arts & design,All undergraduate,Part-time,All,Total,2014/15,1690
(H) Creative arts & design,All undergraduate,Part-time,All,Female,2015/16,910
(H) Creative arts & design,All undergraduate,Part-time,All,Male,2015/16,515
(H) Creative arts & design,All undergraduate,Part-time,All,Other,2015/16,0
(H) Creative arts & design,All undergraduate,Part-time,All,Total,2015/16,1425
(H) Creative arts & design,All undergraduate,Part-time,All,Female,2016/17,900
(H) Creative arts & design,All undergraduate,Part-time,All,Male,2016/17,545
(H) Creative arts & design,All undergraduate,Part-time,All,Other,2016/17,0
(H) Creative arts & design,All undergraduate,Part-time,All,Total,2016/17,1445
(H) Creative arts & design,All undergraduate,Part-time,All,Female,2017/18,745
(H) Creative arts & design,All undergraduate,Part-time,All,Male,2017/18,455
(H) Creative arts & design,All undergraduate,Part-time,All,Other,2017/18,0
(H) Creative arts & design,All undergraduate,Part-time,All,Total,2017/18,1200
(H) Creative arts & design,All undergraduate,Part-time,All,Female,2018/19,925
(H) Creative arts & design,All undergraduate,Part-time,All,Male,2018/19,525
(H) Creative arts & design,All undergraduate,Part-time,All,Other,2018/19,0
(H) Creative arts & design,All undergraduate,Part-time,All,Total,2018/19,1450
(H) Creative arts & design,All undergraduate,Full-time,England,Female,2014/15,23800
(H) Creative arts & design,All undergraduate,Full-time,England,Male,2014/15,13530
(H) Creative arts & design,All undergraduate,Full-time,England,Other,2014/15,10
(H) Creative arts & design,All undergraduate,Full-time,England,Total,2014/15,37340
(H) Creative arts & design,All undergraduate,Full-time,England,Female,2015/16,24060
(H) Creative arts & design,All undergraduate,Full-time,England,Male,2015/16,13505
(H) Creative arts & design,All undergraduate,Full-time,England,Other,2015/16,5
(H) Creative arts & design,All undergraduate,Full-time,England,Total,2015/16,37570
(H) Creative arts & design,All undergraduate,Full-time,England,Female,2016/17,25275
(H) Creative arts & design,All undergraduate,Full-time,England,Male,2016/17,13675
(H) Creative arts & design,All undergraduate,Full-time,England,Other,2016/17,15
(H) Creative arts & design,All undergraduate,Full-time,England,Total,2016/17,38970
(H) Creative arts & design,All undergraduate,Full-time,England,Female,2017/18,25740
(H) Creative arts & design,All undergraduate,Full-time,England,Male,2017/18,13510
(H) Creative arts & design,All undergraduate,Full-time,England,Other,2017/18,40
(H) Creative arts & design,All undergraduate,Full-time,England,Total,2017/18,39290
(H) Creative arts & design,All undergraduate,Full-time,England,Female,2018/19,26360
(H) Creative arts & design,All undergraduate,Full-time,England,Male,2018/19,13885
(H) Creative arts & design,All undergraduate,Full-time,England,Other,2018/19,65
(H) Creative arts & design,All undergraduate,Full-time,England,Total,2018/19,40310
(H) Creative arts & design,All undergraduate,Part-time,England,Female,2014/15,940
(H) Creative arts & design,All undergraduate,Part-time,England,Male,2014/15,540
(H) Creative arts & design,All undergraduate,Part-time,England,Other,2014/15,0
(H) Creative arts & design,All undergraduate,Part-time,England,Total,2014/15,1480
(H) Creative arts & design,All undergraduate,Part-time,England,Female,2015/16,800
(H) Creative arts & design,All undergraduate,Part-time,England,Male,2015/16,440
(H) Creative arts & design,All undergraduate,Part-time,England,Other,2015/16,0
(H) Creative arts & design,All undergraduate,Part-time,England,Total,2015/16,1240
(H) Creative arts & design,All undergraduate,Part-time,England,Female,2016/17,805
(H) Creative arts & design,All undergraduate,Part-time,England,Male,2016/17,465
(H) Creative arts & design,All undergraduate,Part-time,England,Other,2016/17,0
(H) Creative arts & design,All undergraduate,Part-time,England,Total,2016/17,1270
(H) Creative arts & design,All undergraduate,Part-time,England,Female,2017/18,660
(H) Creative arts & design,All undergraduate,Part-time,England,Male,2017/18,380
(H) Creative arts & design,All undergraduate,Part-time,England,Other,2017/18,0
(H) Creative arts & design,All undergraduate,Part-time,England,Total,2017/18,1040
(H) Creative arts & design,All undergraduate,Part-time,England,Female,2018/19,815
(H) Creative arts & design,All undergraduate,Part-time,England,Male,2018/19,445
(H) Creative arts & design,All undergraduate,Part-time,England,Other,2018/19,0
(H) Creative arts & design,All undergraduate,Part-time,England,Total,2018/19,1260
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Female,2014/15,270
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Male,2014/15,190
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Other,2014/15,0
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Total,2014/15,460
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Female,2015/16,350
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Male,2015/16,205
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Other,2015/16,0
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Total,2015/16,555
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Female,2016/17,335
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Male,2016/17,205
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Other,2016/17,0
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Total,2016/17,540
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Female,2017/18,305
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Male,2017/18,190
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Other,2017/18,0
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Total,2017/18,495
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Female,2018/19,310
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Male,2018/19,200
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Other,2018/19,0
(H) Creative arts & design,All undergraduate,Full-time,Northern Ireland,Total,2018/19,505
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Female,2014/15,0
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Male,2014/15,10
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Other,2014/15,0
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Total,2014/15,15
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Female,2015/16,10
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Male,2015/16,10
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Other,2015/16,0
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Total,2015/16,25
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Female,2016/17,10
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Male,2016/17,5
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Other,2016/17,0
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Total,2016/17,15
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Female,2017/18,5
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Male,2017/18,10
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Other,2017/18,0
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Total,2017/18,15
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Female,2018/19,10
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Male,2018/19,5
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Other,2018/19,0
(H) Creative arts & design,All undergraduate,Part-time,Northern Ireland,Total,2018/19,15
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Female,2014/15,1745
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Male,2014/15,945
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Other,2014/15,5
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Total,2014/15,2690
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Female,2015/16,1790
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Male,2015/16,1060
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Other,2015/16,5
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Total,2015/16,2850
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Female,2016/17,1900
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Male,2016/17,945
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Other,2016/17,5
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Total,2016/17,2845
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Female,2017/18,1875
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Male,2017/18,955
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Other,2017/18,10
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Total,2017/18,2840
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Female,2018/19,1950
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Male,2018/19,955
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Other,2018/19,10
(H) Creative arts & design,All undergraduate,Full-time,Scotland,Total,2018/19,2915
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Female,2014/15,45
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Male,2014/15,55
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Other,2014/15,0
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Total,2014/15,100
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Female,2015/16,45
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Male,2015/16,50
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Other,2015/16,0
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Total,2015/16,95
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Female,2016/17,50
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Male,2016/17,60
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Other,2016/17,0
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Total,2016/17,110
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Female,2017/18,40
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Male,2017/18,40
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Other,2017/18,0
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Total,2017/18,80
(H) Creative arts & design,All undergraduate,Part-time,Scotland,Female,2018/19,55
